,Model,Unnamed: 0,Unnamed: 0.1,accuracy,confusion,execution_time,f1,precision,recall,test_time,train_size
27,LSTM TFIDF,27,,0.9272184300341296,"[[4.060e+02 1.100e+01 8.000e-01 0.000e+00 1.520e+01 0.000e+00 8.000e+00]
 [5.000e+00 3.622e+02 5.200e+00 0.000e+00 1.320e+01 0.000e+00 9.400e+00]
 [8.000e-01 8.000e-01 3.424e+02 3.800e+00 8.000e+00 1.600e+00 8.600e+00]
 [8.000e-01 8.000e-01 4.000e+00 3.316e+02 3.000e+00 1.000e+00 0.000e+00]
 [7.600e+00 1.240e+01 1.220e+01 5.000e+00 2.826e+02 4.000e-01 5.800e+00]
 [0.000e+00 8.000e-01 3.400e+00 2.000e-01 2.400e+00 2.398e+02 0.000e+00]
 [2.000e-01 7.800e+00 3.200e+00 1.400e+00 6.800e+00 0.000e+00 2.088e+02]]",7.117065715789795,0.927040600414408,0.9259272374141451,0.9287287076131554,0.5123843193054199,1120
28,LSTM TFIDF,28,,0.9333333333333332,"[[4.014e+02 1.040e+01 1.200e+00 0.000e+00 1.480e+01 0.000e+00 7.600e+00]
 [4.600e+00 3.604e+02 5.000e+00 0.000e+00 1.320e+01 0.000e+00 9.400e+00]
 [4.000e-01 1.000e+00 3.376e+02 2.200e+00 4.400e+00 2.200e+00 7.800e+00]
 [2.000e-01 8.000e-01 2.400e+00 3.284e+02 1.800e+00 1.000e+00 2.000e-01]
 [4.600e+00 1.120e+01 1.240e+01 4.600e+00 2.824e+02 1.400e+00 4.800e+00]
 [0.000e+00 6.000e-01 3.000e+00 4.000e-01 2.800e+00 2.346e+02 0.000e+00]
 [8.000e-01 5.000e+00 4.400e+00 8.000e-01 6.200e+00 0.000e+00 2.056e+02]]",7.463866901397705,0.9328618637865616,0.93141997080702,0.9350893139136354,0.4936326026916504,1160
29,LSTM TFIDF,29,,0.936042402826855,"[[3.918e+02 9.200e+00 1.000e+00 0.000e+00 1.360e+01 0.000e+00 7.800e+00]
 [5.400e+00 3.562e+02 4.200e+00 2.000e-01 1.340e+01 0.000e+00 1.040e+01]
 [6.000e-01 1.200e+00 3.332e+02 2.200e+00 4.400e+00 1.800e+00 7.400e+00]
 [4.000e-01 1.000e+00 2.800e+00 3.226e+02 2.000e+00 1.000e+00 2.000e-01]
 [5.400e+00 1.180e+01 1.160e+01 3.800e+00 2.802e+02 2.000e-01 3.400e+00]
 [0.000e+00 0.000e+00 2.400e+00 2.000e-01 1.600e+00 2.316e+02 0.000e+00]
 [2.000e-01 4.800e+00 3.400e+00 6.000e-01 5.200e+00 0.000e+00 2.036e+02]]",7.663824605941772,0.9362439650973312,0.9345347712532625,0.9387493323307896,0.4936279296875,1200
30,LSTM TFIDF,30,,0.9389388489208632,"[[3.864e+02 1.000e+01 1.200e+00 2.000e-01 1.580e+01 0.000e+00 7.400e+00]
 [4.400e+00 3.498e+02 4.000e+00 2.000e-01 1.120e+01 0.000e+00 9.400e+00]
 [4.000e-01 4.000e-01 3.272e+02 2.200e+00 5.200e+00 1.400e+00 6.600e+00]
 [6.000e-01 4.000e-01 2.600e+00 3.188e+02 1.200e+00 1.000e+00 2.000e-01]
 [4.000e+00 1.140e+01 1.080e+01 2.000e+00 2.760e+02 4.000e-01 2.400e+00]
 [0.000e+00 8.000e-01 2.000e+00 0.000e+00 1.200e+00 2.270e+02 0.000e+00]
 [6.000e-01 4.600e+00 3.600e+00 8.000e-01 5.200e+00 0.000e+00 2.030e+02]]",7.916873645782472,0.9392246076538252,0.9377242922292056,0.9414329291402616,0.4905239582061768,1240
31,LSTM TFIDF,31,,0.9395604395604394,"[[3.774e+02 9.800e+00 8.000e-01 0.000e+00 1.300e+01 0.000e+00 7.000e+00]
 [4.400e+00 3.492e+02 4.000e+00 0.000e+00 1.340e+01 0.000e+00 9.600e+00]
 [1.200e+00 6.000e-01 3.214e+02 2.000e+00 5.800e+00 2.200e+00 6.800e+00]
 [4.000e-01 0.000e+00 2.800e+00 3.136e+02 1.200e+00 1.000e+00 0.000e+00]
 [3.800e+00 9.400e+00 1.000e+01 2.000e+00 2.712e+02 1.600e+00 3.000e+00]
 [0.000e+00 0.000e+00 2.600e+00 0.000e+00 4.000e-01 2.196e+02 0.000e+00]
 [6.000e-01 3.000e+00 3.200e+00 1.000e+00 5.200e+00 2.000e-01 1.996e+02]]",8.141836833953857,0.9397610869717352,0.9376975834727992,0.9426026933247076,0.4717576503753662,1280
32,LSTM TFIDF,32,,0.9430037313432836,"[[369.8  11.6   1.    0.   12.    0.    7.2]
 [  3.8 341.4   4.    0.4  10.6   0.    7.4]
 [  0.6   0.4 317.4   2.8   4.2   1.6   4.8]
 [  0.6   0.    1.8 304.2   1.2   1.    0. ]
 [  4.6   7.8  10.4   2.4 272.4   1.2   2.4]
 [  0.    0.    2.4   0.    0.8 217.4   0. ]
 [  0.6   4.6   3.    1.    4.    0.  199.2]]",8.697944831848144,0.9436555233635636,0.9421612980120796,0.9457606492669794,0.4686606884002685,1320
33,LSTM TFIDF,33,,0.9478136882129278,"[[3.642e+02 7.600e+00 8.000e-01 0.000e+00 1.100e+01 0.000e+00 6.400e+00]
 [4.400e+00 3.402e+02 3.800e+00 4.000e-01 1.000e+01 0.000e+00 8.200e+00]
 [4.000e-01 2.000e-01 3.122e+02 2.400e+00 5.200e+00 1.000e+00 4.800e+00]
 [4.000e-01 0.000e+00 2.600e+00 3.002e+02 1.000e+00 1.000e+00 0.000e+00]
 [3.000e+00 7.000e+00 9.800e+00 1.400e+00 2.684e+02 8.000e-01 2.000e+00]
 [0.000e+00 0.000e+00 2.000e+00 2.000e-01 6.000e-01 2.134e+02 2.000e-01]
 [6.000e-01 3.000e+00 2.800e+00 6.000e-01 4.200e+00 0.000e+00 1.956e+02]]",8.744828033447266,0.9481689463526018,0.9465844921249172,0.9503798877691676,0.4530021190643311,1360
34,LSTM TFIDF,34,,0.9466085271317829,"[[3.526e+02 9.200e+00 1.400e+00 0.000e+00 1.040e+01 0.000e+00 5.800e+00]
 [4.000e+00 3.334e+02 4.000e+00 8.000e-01 9.200e+00 0.000e+00 7.000e+00]
 [1.000e+00 6.000e-01 3.082e+02 2.800e+00 5.400e+00 1.200e+00 6.400e+00]
 [2.000e-01 0.000e+00 1.600e+00 2.918e+02 6.000e-01 8.000e-01 0.000e+00]
 [4.600e+00 8.000e+00 7.800e+00 1.800e+00 2.654e+02 4.000e-01 2.400e+00]
 [0.000e+00 0.000e+00 2.000e+00 0.000e+00 2.000e-01 2.102e+02 0.000e+00]
 [1.200e+00 2.400e+00 2.800e+00 2.000e-01 4.000e+00 0.000e+00 1.922e+02]]",8.916641855239869,0.9474869188021982,0.9457917161450741,0.9498020289536536,0.44677133560180665,1400
35,LSTM TFIDF,35,,0.9516798418972332,"[[3.468e+02 9.400e+00 8.000e-01 0.000e+00 9.200e+00 0.000e+00 5.600e+00]
 [3.400e+00 3.274e+02 3.600e+00 2.000e-01 6.800e+00 0.000e+00 6.000e+00]
 [1.000e+00 0.000e+00 3.034e+02 2.400e+00 6.600e+00 1.200e+00 4.000e+00]
 [0.000e+00 0.000e+00 1.600e+00 2.868e+02 6.000e-01 2.000e-01 0.000e+00]
 [3.600e+00 6.800e+00 8.200e+00 2.000e+00 2.632e+02 1.400e+00 1.800e+00]
 [0.000e+00 0.000e+00 1.800e+00 0.000e+00 4.000e-01 2.068e+02 0.000e+00]
 [1.400e+00 2.600e+00 2.200e+00 0.000e+00 3.000e+00 0.000e+00 1.918e+02]]",9.160328912734986,0.9526051371663516,0.9512047968846952,0.9544218043085472,0.4405283927917481,1440
36,LSTM TFIDF,36,,0.9510080645161291,"[[3.390e+02 1.040e+01 8.000e-01 0.000e+00 9.000e+00 0.000e+00 5.400e+00]
 [3.200e+00 3.198e+02 3.800e+00 4.000e-01 8.400e+00 0.000e+00 5.400e+00]
 [1.400e+00 0.000e+00 2.986e+02 2.000e+00 5.600e+00 1.000e+00 3.400e+00]
 [2.000e-01 0.000e+00 1.800e+00 2.800e+02 1.200e+00 0.000e+00 2.000e-01]
 [3.200e+00 6.200e+00 8.200e+00 1.200e+00 2.572e+02 1.600e+00 1.800e+00]
 [0.000e+00 0.000e+00 1.800e+00 0.000e+00 4.000e-01 2.022e+02 0.000e+00]
 [1.800e+00 2.800e+00 2.000e+00 0.000e+00 2.600e+00 0.000e+00 1.900e+02]]",9.482134628295901,0.9522613616792308,0.9510449791077698,0.9538538473470456,0.4217733860015869,1480
37,LSTM TFIDF,37,,0.9518518518518521,"[[3.312e+02 9.600e+00 1.000e+00 0.000e+00 8.400e+00 0.000e+00 5.800e+00]
 [3.800e+00 3.152e+02 3.400e+00 6.000e-01 9.400e+00 0.000e+00 5.200e+00]
 [6.000e-01 0.000e+00 2.926e+02 2.000e+00 5.800e+00 1.200e+00 2.600e+00]
 [2.000e-01 2.000e-01 1.200e+00 2.756e+02 0.000e+00 0.000e+00 0.000e+00]
 [4.600e+00 5.800e+00 8.600e+00 8.000e-01 2.526e+02 2.000e+00 1.400e+00]
 [0.000e+00 0.000e+00 1.600e+00 0.000e+00 2.000e-01 1.972e+02 0.000e+00]
 [1.800e+00 1.400e+00 1.400e+00 0.000e+00 3.000e+00 0.000e+00 1.860e+02]]",9.6695876121521,0.9533119152640952,0.9517818089169467,0.9553417521189776,0.4217779636383057,1520
38,LSTM TFIDF,38,,0.9524159663865548,"[[3.274e+02 8.400e+00 1.000e+00 0.000e+00 8.800e+00 0.000e+00 5.200e+00]
 [3.000e+00 3.080e+02 3.000e+00 2.000e-01 1.020e+01 0.000e+00 5.000e+00]
 [0.000e+00 0.000e+00 2.864e+02 2.200e+00 4.000e+00 1.200e+00 2.400e+00]
 [0.000e+00 0.000e+00 1.000e+00 2.690e+02 4.000e-01 6.000e-01 0.000e+00]
 [4.600e+00 5.600e+00 9.200e+00 1.000e+00 2.464e+02 2.000e+00 1.600e+00]
 [0.000e+00 0.000e+00 1.600e+00 2.000e-01 2.000e-01 1.938e+02 0.000e+00]
 [1.400e+00 2.000e+00 2.000e+00 0.000e+00 2.600e+00 0.000e+00 1.824e+02]]",9.944537210464476,0.9535486095098958,0.9520941823229802,0.9554783415296793,0.4124047756195069,1560
39,LSTM TFIDF,39,,0.9539699570815452,"[[3.216e+02 8.400e+00 4.000e-01 0.000e+00 8.800e+00 0.000e+00 5.600e+00]
 [3.400e+00 3.034e+02 2.000e+00 2.000e-01 9.400e+00 0.000e+00 4.800e+00]
 [2.000e-01 0.000e+00 2.828e+02 2.000e+00 3.800e+00 1.000e+00 2.000e+00]
 [0.000e+00 0.000e+00 6.000e-01 2.626e+02 8.000e-01 6.000e-01 0.000e+00]
 [3.600e+00 4.800e+00 9.400e+00 1.600e+00 2.410e+02 2.000e+00 2.000e+00]
 [0.000e+00 0.000e+00 1.800e+00 0.000e+00 0.000e+00 1.896e+02 0.000e+00]
 [1.000e+00 1.800e+00 1.200e+00 0.000e+00 2.600e+00 0.000e+00 1.772e+02]]",10.141339206695557,0.9549906853601838,0.953307007829034,0.9571237121467108,0.4092885017395019,1600
40,LSTM TFIDF,40,,0.9570175438596492,"[[315.2   7.6   0.8   0.    8.    0.    6.4]
 [  4.4 299.    1.8   0.    7.4   0.    4.4]
 [  0.    0.  276.    2.    2.2   1.    1.2]
 [  0.    0.    2.2 257.    0.4   0.6   0. ]
 [  3.    4.2   7.6   1.4 237.6   0.6   1. ]
 [  0.    0.    1.8   0.    0.6 186.2   0. ]
 [  1.2   1.8   2.    0.    2.8   0.  174.6]]",10.522506141662598,0.9579454409364626,0.9568728256591974,0.9594023340774008,0.39365792274475103,1640
41,LSTM TFIDF,41,,0.958744394618834,"[[3.092e+02 6.600e+00 8.000e-01 0.000e+00 9.200e+00 0.000e+00 6.000e+00]
 [4.400e+00 2.908e+02 2.000e+00 2.000e-01 8.400e+00 0.000e+00 4.200e+00]
 [0.000e+00 0.000e+00 2.726e+02 1.800e+00 1.600e+00 1.000e+00 1.000e+00]
 [0.000e+00 0.000e+00 1.400e+00 2.502e+02 6.000e-01 0.000e+00 0.000e+00]
 [2.600e+00 5.400e+00 6.800e+00 1.000e+00 2.326e+02 0.000e+00 6.000e-01]
 [0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.826e+02 0.000e+00]
 [1.000e+00 2.200e+00 1.800e+00 0.000e+00 2.000e+00 0.000e+00 1.724e+02]]",10.69748969078064,0.96022064012591,0.959024821299957,0.9618553673057509,0.3811596393585205,1680
42,LSTM TFIDF,42,,0.9591743119266056,"[[3.040e+02 5.400e+00 8.000e-01 0.000e+00 9.000e+00 0.000e+00 5.800e+00]
 [4.000e+00 2.872e+02 1.400e+00 2.000e-01 8.000e+00 0.000e+00 5.200e+00]
 [0.000e+00 0.000e+00 2.682e+02 1.800e+00 2.000e+00 1.000e+00 1.800e+00]
 [0.000e+00 0.000e+00 4.000e-01 2.452e+02 1.000e+00 0.000e+00 0.000e+00]
 [2.400e+00 4.600e+00 5.800e+00 6.000e-01 2.250e+02 1.000e+00 8.000e-01]
 [0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00 1.788e+02 0.000e+00]
 [0.000e+00 1.800e+00 1.400e+00 0.000e+00 3.000e+00 0.000e+00 1.644e+02]]",10.975537538528442,0.9598427757636621,0.9581603864190265,0.9620661624856588,0.3780340194702149,1720
43,LSTM TFIDF,43,,0.9618544600938967,"[[2.974e+02 5.800e+00 8.000e-01 0.000e+00 8.200e+00 0.000e+00 5.200e+00]
 [3.400e+00 2.802e+02 1.600e+00 2.000e-01 6.600e+00 0.000e+00 5.200e+00]
 [0.000e+00 0.000e+00 2.616e+02 2.000e+00 1.800e+00 1.000e+00 2.000e-01]
 [0.000e+00 0.000e+00 4.000e-01 2.394e+02 4.000e-01 2.000e-01 0.000e+00]
 [2.200e+00 3.200e+00 5.800e+00 8.000e-01 2.228e+02 2.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 8.000e-01 0.000e+00 0.000e+00 1.754e+02 0.000e+00]
 [4.000e-01 2.800e+00 2.400e+00 2.000e-01 3.000e+00 0.000e+00 1.622e+02]]",11.150485897064211,0.9626711482057104,0.961530057502896,0.964300651291979,0.3624237537384033,1760
44,LSTM TFIDF,44,,0.9629807692307694,"[[2.912e+02 6.600e+00 8.000e-01 0.000e+00 7.600e+00 0.000e+00 5.400e+00]
 [3.400e+00 2.736e+02 1.600e+00 0.000e+00 5.200e+00 0.000e+00 4.400e+00]
 [0.000e+00 0.000e+00 2.554e+02 1.000e+00 2.600e+00 1.000e+00 4.000e-01]
 [0.000e+00 0.000e+00 1.000e+00 2.350e+02 4.000e-01 0.000e+00 0.000e+00]
 [1.800e+00 2.800e+00 6.400e+00 1.200e+00 2.188e+02 1.000e+00 2.000e-01]
 [0.000e+00 0.000e+00 8.000e-01 0.000e+00 0.000e+00 1.702e+02 0.000e+00]
 [6.000e-01 1.400e+00 1.400e+00 0.000e+00 2.600e+00 0.000e+00 1.582e+02]]",11.575391387939453,0.9639530972704872,0.962497692703374,0.9658006986155636,0.3592944145202637,1800
45,LSTM TFIDF,45,,0.9655172413793104,"[[2.840e+02 6.000e+00 8.000e-01 0.000e+00 7.800e+00 0.000e+00 5.400e+00]
 [3.200e+00 2.676e+02 1.800e+00 0.000e+00 3.200e+00 0.000e+00 3.800e+00]
 [0.000e+00 0.000e+00 2.482e+02 8.000e-01 1.400e+00 1.200e+00 2.000e-01]
 [0.000e+00 0.000e+00 6.000e-01 2.296e+02 4.000e-01 0.000e+00 0.000e+00]
 [3.400e+00 2.200e+00 5.800e+00 1.000e+00 2.168e+02 4.000e-01 4.000e-01]
 [0.000e+00 0.000e+00 6.000e-01 0.000e+00 0.000e+00 1.674e+02 0.000e+00]
 [6.000e-01 1.400e+00 2.000e+00 0.000e+00 1.600e+00 0.000e+00 1.544e+02]]",11.72223196029663,0.9665288347363812,0.9652635183723236,0.9681445826663299,0.34992146492004395,1840
46,LSTM TFIDF,46,,0.9670454545454544,"[[2.780e+02 6.400e+00 8.000e-01 0.000e+00 7.800e+00 0.000e+00 5.400e+00]
 [1.800e+00 2.590e+02 8.000e-01 0.000e+00 2.800e+00 0.000e+00 3.400e+00]
 [2.000e-01 0.000e+00 2.432e+02 8.000e-01 1.200e+00 1.200e+00 0.000e+00]
 [0.000e+00 0.000e+00 4.000e-01 2.248e+02 1.000e+00 0.000e+00 0.000e+00]
 [2.800e+00 2.600e+00 5.600e+00 6.000e-01 2.122e+02 0.000e+00 4.000e-01]
 [0.000e+00 0.000e+00 8.000e-01 0.000e+00 0.000e+00 1.630e+02 0.000e+00]
 [4.000e-01 1.600e+00 1.800e+00 0.000e+00 1.600e+00 0.000e+00 1.516e+02]]",12.006542015075686,0.9679985496601664,0.9668492638514312,0.9695422274728258,0.34679317474365234,1880
47,LSTM TFIDF,47,,0.9648963730569948,"[[2.690e+02 4.400e+00 8.000e-01 0.000e+00 7.600e+00 0.000e+00 4.400e+00]
 [2.400e+00 2.528e+02 6.000e-01 0.000e+00 4.200e+00 0.000e+00 5.000e+00]
 [0.000e+00 2.000e-01 2.382e+02 8.000e-01 2.000e+00 1.000e+00 0.000e+00]
 [0.000e+00 0.000e+00 4.000e-01 2.200e+02 1.000e+00 2.000e-01 0.000e+00]
 [3.800e+00 2.800e+00 6.000e+00 6.000e-01 2.030e+02 2.000e-01 8.000e-01]
 [0.000e+00 0.000e+00 1.200e+00 0.000e+00 0.000e+00 1.594e+02 0.000e+00]
 [2.000e-01 1.400e+00 8.000e-01 0.000e+00 1.400e+00 0.000e+00 1.474e+02]]",12.153382301330565,0.9657063427499696,0.9643092425620516,0.967507987923348,0.3374208450317383,1920
48,LSTM TFIDF,48,,0.9654255319148936,"[[2.620e+02 4.800e+00 4.000e-01 0.000e+00 8.400e+00 0.000e+00 4.600e+00]
 [2.000e+00 2.470e+02 6.000e-01 0.000e+00 2.800e+00 0.000e+00 3.400e+00]
 [0.000e+00 0.000e+00 2.326e+02 8.000e-01 3.000e+00 6.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 4.000e-01 2.132e+02 1.200e+00 0.000e+00 0.000e+00]
 [3.800e+00 2.200e+00 6.200e+00 8.000e-01 1.974e+02 6.000e-01 6.000e-01]
 [2.000e-01 0.000e+00 1.200e+00 0.000e+00 0.000e+00 1.548e+02 0.000e+00]
 [0.000e+00 1.600e+00 6.000e-01 0.000e+00 1.200e+00 0.000e+00 1.450e+02]]",12.528292894363403,0.9664077814837482,0.9651439362888516,0.9680821109757108,0.3249318599700928,1960
49,LSTM TFIDF,49,,0.9683060109289616,"[[2.534e+02 4.200e+00 4.000e-01 0.000e+00 7.000e+00 0.000e+00 4.800e+00]
 [2.600e+00 2.426e+02 8.000e-01 0.000e+00 3.200e+00 0.000e+00 2.400e+00]
 [0.000e+00 0.000e+00 2.262e+02 8.000e-01 2.800e+00 2.000e-01 0.000e+00]
 [2.000e-01 0.000e+00 1.600e+00 2.088e+02 1.000e+00 0.000e+00 0.000e+00]
 [2.400e+00 2.400e+00 5.000e+00 6.000e-01 1.932e+02 4.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 8.000e-01 0.000e+00 0.000e+00 1.522e+02 0.000e+00]
 [0.000e+00 1.400e+00 2.000e-01 0.000e+00 1.000e+00 0.000e+00 1.412e+02]]",12.737630319595336,0.9694664804496824,0.968298410804496,0.970967714712067,0.3155543327331543,2000
50,LSTM TFIDF,50,,0.9695224719101124,"[[2.450e+02 3.200e+00 4.000e-01 0.000e+00 7.000e+00 0.000e+00 4.400e+00]
 [2.000e+00 2.390e+02 8.000e-01 0.000e+00 2.600e+00 0.000e+00 3.400e+00]
 [6.000e-01 0.000e+00 2.212e+02 6.000e-01 2.000e+00 2.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 1.400e+00 2.026e+02 1.000e+00 0.000e+00 0.000e+00]
 [2.400e+00 2.200e+00 3.800e+00 6.000e-01 1.896e+02 1.400e+00 2.000e-01]
 [0.000e+00 0.000e+00 6.000e-01 0.000e+00 0.000e+00 1.476e+02 0.000e+00]
 [0.000e+00 1.400e+00 0.000e+00 0.000e+00 1.200e+00 0.000e+00 1.356e+02]]",12.950067901611328,0.9702547964014964,0.9687804446409896,0.972067454295812,0.3124372959136963,2040
51,LSTM TFIDF,51,,0.9716763005780348,"[[2.404e+02 3.600e+00 4.000e-01 0.000e+00 6.800e+00 0.000e+00 4.000e+00]
 [1.800e+00 2.334e+02 2.000e-01 0.000e+00 1.600e+00 0.000e+00 2.000e+00]
 [2.000e-01 0.000e+00 2.138e+02 8.000e-01 2.400e+00 2.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 1.200e+00 1.964e+02 1.000e+00 0.000e+00 0.000e+00]
 [2.600e+00 2.000e+00 3.800e+00 6.000e-01 1.826e+02 0.000e+00 2.000e-01]
 [0.000e+00 0.000e+00 8.000e-01 0.000e+00 0.000e+00 1.450e+02 0.000e+00]
 [0.000e+00 1.400e+00 6.000e-01 0.000e+00 1.000e+00 0.000e+00 1.332e+02]]",13.193763542175295,0.9725319259214398,0.9716814840467258,0.9736524345726392,0.3030580997467041,2080
52,LSTM TFIDF,52,,0.971577380952381,"[[2.352e+02 3.200e+00 6.000e-01 0.000e+00 6.200e+00 0.000e+00 3.800e+00]
 [1.600e+00 2.248e+02 8.000e-01 0.000e+00 6.000e-01 0.000e+00 1.800e+00]
 [2.000e-01 0.000e+00 2.072e+02 4.000e-01 2.000e+00 4.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 1.400e+00 1.904e+02 1.200e+00 4.000e-01 0.000e+00]
 [2.600e+00 2.600e+00 3.200e+00 6.000e-01 1.790e+02 8.000e-01 4.000e-01]
 [0.000e+00 0.000e+00 4.000e-01 0.000e+00 0.000e+00 1.396e+02 0.000e+00]
 [0.000e+00 1.400e+00 4.000e-01 0.000e+00 1.000e+00 0.000e+00 1.296e+02]]",13.549914598464966,0.9722971454508824,0.9712875258673164,0.9736120596751456,0.29056334495544434,2120
53,LSTM TFIDF,53,,0.9728527607361964,"[[2.286e+02 3.200e+00 6.000e-01 0.000e+00 6.600e+00 0.000e+00 3.800e+00]
 [1.800e+00 2.196e+02 6.000e-01 0.000e+00 6.000e-01 0.000e+00 1.600e+00]
 [2.000e-01 0.000e+00 2.024e+02 6.000e-01 6.000e-01 4.000e-01 4.000e-01]
 [0.000e+00 0.000e+00 1.000e+00 1.854e+02 8.000e-01 0.000e+00 0.000e+00]
 [3.200e+00 2.000e+00 2.600e+00 6.000e-01 1.728e+02 6.000e-01 6.000e-01]
 [0.000e+00 0.000e+00 4.000e-01 0.000e+00 0.000e+00 1.360e+02 0.000e+00]
 [0.000e+00 1.200e+00 2.000e-01 0.000e+00 1.200e+00 0.000e+00 1.238e+02]]",13.796729135513306,0.9735979047384516,0.972432304600035,0.9750466337530872,0.2874418258666992,2160
54,LSTM TFIDF,54,,0.9737341772151898,"[[2.230e+02 3.000e+00 4.000e-01 0.000e+00 6.800e+00 0.000e+00 3.800e+00]
 [1.600e+00 2.118e+02 8.000e-01 0.000e+00 8.000e-01 2.000e-01 1.600e+00]
 [2.000e-01 0.000e+00 1.956e+02 4.000e-01 2.000e-01 4.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 8.000e-01 1.802e+02 2.000e-01 0.000e+00 0.000e+00]
 [2.600e+00 2.000e+00 3.000e+00 6.000e-01 1.666e+02 6.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 4.000e-01 0.000e+00 0.000e+00 1.328e+02 0.000e+00]
 [0.000e+00 1.200e+00 0.000e+00 0.000e+00 1.400e+00 0.000e+00 1.208e+02]]",13.96232304573059,0.9744685414924832,0.9732841660285848,0.975931582068615,0.28432278633117675,2200
55,LSTM TFIDF,55,,0.9733660130718954,"[[2.148e+02 2.800e+00 6.000e-01 0.000e+00 5.800e+00 0.000e+00 3.600e+00]
 [1.800e+00 2.060e+02 8.000e-01 0.000e+00 1.000e+00 0.000e+00 1.600e+00]
 [6.000e-01 0.000e+00 1.896e+02 2.000e-01 2.000e-01 4.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 4.000e-01 1.746e+02 8.000e-01 0.000e+00 0.000e+00]
 [2.800e+00 2.200e+00 2.200e+00 8.000e-01 1.610e+02 2.000e-01 4.000e-01]
 [0.000e+00 0.000e+00 4.000e-01 0.000e+00 0.000e+00 1.292e+02 0.000e+00]
 [0.000e+00 1.200e+00 6.000e-01 0.000e+00 1.200e+00 0.000e+00 1.162e+02]]",14.206022167205813,0.9740864456451126,0.9731394409001036,0.9752532185173438,0.2686851024627685,2240
56,LSTM TFIDF,56,,0.9746621621621624,"[[2.078e+02 2.600e+00 6.000e-01 0.000e+00 5.600e+00 0.000e+00 3.800e+00]
 [1.800e+00 2.012e+02 8.000e-01 0.000e+00 1.400e+00 0.000e+00 1.600e+00]
 [2.000e-01 0.000e+00 1.832e+02 2.000e-01 4.000e-01 4.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 0.000e+00 1.704e+02 1.000e+00 0.000e+00 0.000e+00]
 [2.400e+00 1.600e+00 2.000e+00 6.000e-01 1.542e+02 0.000e+00 0.000e+00]
 [0.000e+00 0.000e+00 4.000e-01 0.000e+00 0.000e+00 1.254e+02 0.000e+00]
 [0.000e+00 1.000e+00 6.000e-01 0.000e+00 1.000e+00 0.000e+00 1.118e+02]]",14.580939197540285,0.9752969134764068,0.9741764928282532,0.9766754692984329,0.259324312210083,2280
57,LSTM TFIDF,57,,0.9732517482517482,"[[2.006e+02 3.000e+00 4.000e-01 0.000e+00 5.200e+00 0.000e+00 3.400e+00]
 [1.800e+00 1.952e+02 8.000e-01 0.000e+00 1.000e+00 2.000e-01 1.600e+00]
 [4.000e-01 0.000e+00 1.750e+02 4.000e-01 2.000e-01 4.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 4.000e-01 1.636e+02 1.000e+00 0.000e+00 0.000e+00]
 [2.600e+00 1.400e+00 2.600e+00 6.000e-01 1.480e+02 0.000e+00 4.000e-01]
 [0.000e+00 0.000e+00 4.000e-01 0.000e+00 0.000e+00 1.214e+02 0.000e+00]
 [0.000e+00 1.200e+00 2.000e-01 0.000e+00 1.000e+00 0.000e+00 1.096e+02]]",14.743405437469482,0.9739576293770612,0.9728944613999738,0.9752856017041132,0.2499344348907471,2320
58,LSTM TFIDF,58,,0.9742753623188406,"[[195.8   2.8   0.6   0.    5.2   0.    3.2]
 [  2.  188.2   0.6   0.    0.8   0.2   1.6]
 [  0.2   0.  169.2   0.2   0.4   0.4   0. ]
 [  0.    0.    0.  157.4   1.    0.    0. ]
 [  2.2   1.2   1.8   0.6 143.2   0.6   0.4]
 [  0.    0.    0.4   0.    0.  117.2   0. ]
 [  0.    1.    0.    0.    1.    0.  104.6]]",14.971454095840453,0.9748511546351012,0.9734091358698224,0.9765614613374216,0.2468355655670166,2360
59,LSTM TFIDF,59,,0.975375939849624,"[[188.6   2.    0.6   0.    5.6   0.    2.8]
 [  1.6 181.    0.6   0.2   0.2   0.    1.8]
 [  0.2   0.  162.    0.2   0.2   0.4   0. ]
 [  0.    0.    0.  152.2   1.2   0.    0. ]
 [  2.2   1.2   2.    0.4 137.8   0.    0. ]
 [  0.    0.    0.4   0.    0.  114.4   0.2]
 [  0.    1.    0.    0.    1.2   0.  101.8]]",15.162035703659058,0.9758818094784416,0.9747698322988226,0.9772907905248178,0.23120312690734865,2400
